,listing_id,state,user_id,category_id,title,description,creation_tsz,ending_tsz,original_creation_tsz,last_modified_tsz,price,currency_code,quantity,sku,tags,materials,shop_section_id,featured_rank,state_tsz,url,views,num_favorers,shipping_template_id,processing_min,processing_max,who_made,is_supply,when_made,item_weight,item_weight_unit,item_length,item_width,item_height,item_dimensions_unit,is_private,recipient,occasion,style,non_taxable,is_customizable,is_digital,file_data,should_auto_renew,language,has_variations,taxonomy_id,taxonomy_path,used_manufacturer,is_vintage
0,953881406,active,40348536,,1900 Victorian  Silver 3d Cufflinks,"A rare celebration of the last part of Queen Victoria&#39;s reign.
These Silver 3d 1900 coins are well over a 100 years old. There is a simple dignity in their design and a gracious accompaniment to any occasion. They are set on quality Sterling Silver cufflink backs.",1614014808,1624379208,1614014808,1614082761,60.00,GBP,1,[],"['Silver', 'Formal', '1900', 'Queen Victoria']",['Silver'],,,1614014808,https://www.etsy.com/listing/953881406/1900-victorian-silver-3d-cufflinks?utm_source=bulkupload&utm_medium=api&utm_campaign=api,2,1,2715522981.0,1.0,2.0,i_did,false,made_to_order,,g,,,,mm,False,,,"['Edwardian', 'Art Deco']",False,True,False,,True,en-US,False,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
1,183249831,active,40348536,,13 Circular Art Deco Brooch,"This is an Art Deco inspired brooch with a suggestion of Charles Rennie Mackintosh, but in this instance I was inspired the use of the colours blue and yellow. The setting is two flower heads sprouting from the brooch frame. The stones employed are an 8 mm round blue Kyanite cabochon  and a 6 mm round Citrine cabochon. The brooch frame is silver plated and 40 mm in diameter. It comes in a small box. The pin has a secure ring lock - see photos.",1613820428,1624184828,1395255448,1613824088,25.00,GBP,1,[],"['Art Deco', 'Art Nouveau', 'Rennie Makcintosh', 'Blue', 'Round', 'Kyanite']","['Silver Plate', 'Yellow Citrine', 'Kyanite']",15041329.0,10.0,1612812949,https://www.etsy.com/listing/183249831/13-circular-art-deco-brooch?utm_source=bulkupload&utm_medium=api&utm_campaign=api,586,52,2715522981.0,1.0,2.0,i_did,false,2010_2019,,g,,,,mm,False,women,,"['Art Deco', 'Art Nouveau']",False,False,False,,True,en-US,False,1201,"['Jewelry', 'Brooches, Pins & Clips', 'Brooches']",False,False
2,890075085,active,40348536,,"Mohave Blue/Light orange Copper Turquoise, 12mm Round Flat Cabochon Cufflinks","Stunning  Blue Copper Turquoise with a strong component of light orange  12mm Cabochons set in quality gold-plated cufflink backs. Each pair are matched, but each pair are unique.",1613713218,1624077618,1603209678,1613817483,32.00,GBP,2,[],"['Stylish', 'BlueCopper Turquoise']",['Turquoise'],15019428.0,32.0,1603209678,https://www.etsy.com/listing/890075085/mohave-bluelight-orange-copper-turquoise?utm_source=bulkupload&utm_medium=api&utm_campaign=api,13,4,2715522981.0,1.0,2.0,i_did,false,2010_2019,,g,,,,mm,False,,,"['Mediterranean', 'Regency']",False,False,False,,False,en-US,False,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
3,517570854,active,40348536,,Isle of Man Half Penny Herring Cufflinks 1980,"Coins from 1980 (New) depicting an Atlantic herring in the net. 17.14 mm in diameter, and made of Bronze. The coins used here are of the highest quality. The design is by Leslie Lindsay.",1613667667,1624032067,1495020006,1613667667,18.00,GBP,1,[],"['Atlantic', 'Fish']","['Bronze', 'Gold Plated']",,,1571066527,https://www.etsy.com/listing/517570854/isle-of-man-half-penny-herring-cufflinks?utm_source=bulkupload&utm_medium=api&utm_campaign=api,46,12,2715522981.0,1.0,2.0,i_did,false,2010_2019,,g,,,,mm,False,,,,False,True,False,,True,en-US,False,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
4,492758826,active,40348536,,AD 16 - 35 Art Deco Style Gold and Black Enamel Geometric Brooch - Pierre Bex Style,"Vintage Art Deco Style Black Enamel Geometric Brooch - In Pierre Bex Style

This is a fine vintage Art Deco-style geometric bar brooch, very similar to the Pierre Bex design brooches. Featuring an elongated silver-plated or silver tone bar brooch, designed with black enamel and gold &#39;bead&#39; detail in a fine geometric design - complete with a rollover pin fastener.  Measuring approx. 50mm wide, it is in very good condition.",1613667667,1624032067,1484782551,1613667667,20.00,GBP,1,[],"['Geometric', 'Art Deco', 'Pierre Bex Style']",['Enamel'],15041329.0,,1571066534,https://www.etsy.com/listing/492758826/ad-16-35-art-deco-style-gold-and-black?utm_source=bulkupload&utm_medium=api&utm_campaign=api,276,20,2715522981.0,1.0,2.0,someone_else,false,1960s,,g,,,,mm,False,,,"['Art Nouveau', 'Art Deco']",False,False,False,,True,en-US,False,1194,"['Jewelry', 'Bracelets', 'Bangles']",False,True
5,502959309,active,40348536,,Eastern Caribbean States 1981 10 Cents &#39;&#39;Golden Hind&#39;&#39; Coin Cuff Links,"Cuff links from 1981 from the East Carribean. Made of cupro-nickel, 18.1 mm in diameter, and set on silver-plated quality cuff link backs. 

A favourite for the traveler or the boat enthusiast. The Coins are all silver in colour -  depicting the &quot;Golden Hind&quot;, the ship of Sir Francis Drake (1542-1596) English explorer under Elizabeth the First of England.",1613667666,1624032066,1483526090,1613667666,24.00,GBP,1,[],"['Carribean', 'Golden Hind']",['CuproNickel'],15019428.0,,1571066527,https://www.etsy.com/listing/502959309/eastern-caribbean-states-1981-10-cents?utm_source=bulkupload&utm_medium=api&utm_campaign=api,80,9,2715522981.0,1.0,2.0,i_did,false,2010_2019,,g,,,,mm,False,,,['Nautical'],False,False,False,,True,en-US,False,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
6,263774731,active,40348536,,1916 Silver 3d Treasury Tag Style Cufflinks - 09sp b,"A rare Centenary celebration gift. These Silver 3d pieces are over a 100 years old,  minted in the reign of George V. There is a simple dignity in their design and a gracious accompaniment to any occasion. They are set on hallmarked (925) Sterling Silver cufflink backs in a treasury tag style, and will be delivered in a grey suede cufflink box.
I have photographed the pair against an American Cent to show how small and delicate these cufflinks are. Surely a tasteful adornment to a white blouse or shirt for the ladies as well as the gentlemen.
I hope to place more of these on the market. Commissions would be welcome - I have a wide choice of dates - specific dates if not available could be possible, given that the final price would be determined by the coins chosen.",1613667666,1624032066,1452724645,1613817491,50.00,GBP,1,[],"['Siver Cufflinks', 'Edwardian', '20th Century', 'Stylish', 'Formal', 'Treasury Tags', 'Centenary', 'Genuine Antique']","['Sterling Silver', '925 Sterling Silver']",,33.0,1571066534,https://www.etsy.com/listing/263774731/1916-silver-3d-treasury-tag-style?utm_source=bulkupload&utm_medium=api&utm_campaign=api,68,9,2715522981.0,1.0,2.0,i_did,false,2010_2019,,g,,,,mm,False,unisex_adults,,"['Edwardian', 'Art Deco']",False,True,False,,True,en-US,False,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
7,185569690,active,40348536,,16 Art Deco Brooch  with 8mm Green Agate and 6mm Purple Amethyst Cabochons,Having acquired some Green Agate and Purple Amethyst cabochons the combination seemed to lend a Spring air to the design that I have used several times before.,1613667666,1624032066,1396996905,1613667666,24.00,GBP,1,[],"['Rennie Mackintosh', 'Art Deco', 'Wimbledon Colours', 'Spring Flowers']","['Silver Plate', 'Amethyst', 'Green Agate']",15041329.0,14.0,1571066534,https://www.etsy.com/listing/185569690/16-art-deco-brooch-with-8mm-green-agate?utm_source=bulkupload&utm_medium=api&utm_campaign=api,356,33,2715522981.0,1.0,2.0,i_did,false,2010_2019,,g,,,,mm,False,women,,"['Art Deco', 'Art Nouveau']",False,True,False,,True,en-US,False,1201,"['Jewelry', 'Brooches, Pins & Clips', 'Brooches']",False,False
8,643002319,active,40348536,,Unique pair of Cuff Links in Natural Birds Eye Matched Handmade Jasper Stone,"Unique Natural Birds Eye Pair Cabochon, Matched Pair of Jasper Stones
Size : L-18 x B-16 x H-5 MM


This is a unique pair of cufflinks, with a matching pair of cabochons in Birds Eye Jasper, measuring 18 x 16 x 5 mm mounted on gold plated brass cufflink backs.",1613667665,1624032065,1536645536,1613667665,32.00,GBP,1,[],['Red Birds Eye'],['Silver'],15019428.0,6.0,1571066525,https://www.etsy.com/listing/643002319/unique-pair-of-cuff-links-in-natural?utm_source=bulkupload&utm_medium=api&utm_campaign=api,68,15,2715522981.0,1.0,2.0,i_did,false,2010_2019,,g,,,,mm,False,,,,False,False,False,,True,en-US,False,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
9,493198947,active,40348536,,12Cab34BK - Silver-Plated Cufflinks set with 12 mm Black Onyx Agate cabochons,These Cuff links with Black Onyx Agate 12 mm round cabochons will  be ideal for all formal occasions.,1613667665,1624032065,1479646157,1613667665,22.00,GBP,1,[],"['Black Cufflinks', 'Formal Cufflinks', 'Black Onyx Cufflinks']","['Brass', 'Silver Plate', 'Black Onyx Agate']",15019428.0,,1571066525,https://www.etsy.com/listing/493198947/12cab34bk-silver-plated-cufflinks-set?utm_source=bulkupload&utm_medium=api&utm_campaign=api,55,12,2715522981.0,1.0,2.0,i_did,false,2010_2019,,g,,,,mm,False,,,"['Modern', 'Traditional']",False,True,False,,True,en-US,False,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
10,487838740,active,40348536,,AD 16 – 32 Vintage Cloisonné Enamel Clamper Bracelet (Butterfly & Flowers),"Absolutely exquisite vintage cloisonné enamel clamper bracelet, pink/beige colour with a butterfly and flowers - front opening - 7.5cm approximately measured across.",1613667665,1624032065,1482839190,1613667665,24.00,GBP,1,[],['ButterflynFlowers'],"['Enamel', 'Goldtone Metal']",15041329.0,7.0,1571066525,https://www.etsy.com/listing/487838740/ad-16-32-vintage-cloisonne-enamel?utm_source=bulkupload&utm_medium=api&utm_campaign=api,155,31,2715522981.0,1.0,2.0,someone_else,false,1960s,,g,,,,mm,False,,,"['Art Nouveau', 'Art Deco']",False,False,False,,True,en-US,False,1194,"['Jewelry', 'Bracelets', 'Bangles']",False,True
11,947817394,active,40348536,,1973 Barbados 5 Cent Coin Cufflinks,"The Coins are made of brass and are 21mm in diameter. . A smart and unusual accompaniment to your shirt, perhaps a memento of a holiday. 

The coin displays the National Arms of Barbados with the motto &#39;&#39;Pride and industry.",1613150800,1623515200,1613150800,1613155010,22.00,GBP,1,[],[],['Brass'],15019428.0,,1613150800,https://www.etsy.com/listing/947817394/1973-barbados-5-cent-coin-cufflinks?utm_source=bulkupload&utm_medium=api&utm_campaign=api,3,1,2715522981.0,1.0,2.0,i_did,false,2010_2019,,g,,,,mm,False,,,,False,True,False,,True,en-US,False,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
12,179761659,active,40348536,,12 Art Deco Scarf Ring,"This is an Art Deco inspired scarf ring with a suggestion of Charles Rennie Mackintosh, which in this instance inspired the use of the colours blue and purple. The setting is two flower heads sprouting from the brooch frame. The stones employed are an 8 mm round kyanite cabochon (from the Greek for deep blue) and a 6 mm round Indian amethyst cabochon. The ring frame is silver-plated and 40 mm in diameter. It comes in a small box. It is a companion to the  number 11 Art Deco Brooch, also available in my shop.",1612966530,1623330930,1392676838,1612966530,25.00,GBP,1,[],"['Art Deco', 'Art Nouveau', 'Amethyst', 'Circular', 'Scarf Ring', 'Stylish']","['Silver plate', 'Amethyst', 'Kyanite']",15041329.0,2.0,1611319465,https://www.etsy.com/listing/179761659/12-art-deco-scarf-ring?utm_source=bulkupload&utm_medium=api&utm_campaign=api,7635,633,2715522981.0,1.0,2.0,i_did,false,2020_2021,,g,,,,mm,False,women,,"['Art Deco', 'Art Nouveau']",False,True,False,,False,en-US,False,46,"['Accessories', 'Scarves & Wraps', 'Scarves']",False,False
13,960328847,active,40348536,,Centenary 1921 Silver 3d Cufflinks,"A rare celebration of the 1920s
These Silver 3d 1921 coins are  100 years old. There is a simple dignity in their design and a gracious accompaniment to any occasion. They are set on quality Sterling Silver cufflink backs.",1612962406,1623326806,1612962406,1613150353,60.00,GBP,1,[],"['Silver', 'Formal', 'Centenary', '1920']",['Silver'],,29.0,1612962406,https://www.etsy.com/listing/960328847/centenary-1921-silver-3d-cufflinks?utm_source=bulkupload&utm_medium=api&utm_campaign=api,1,0,2715522981.0,1.0,2.0,i_did,false,made_to_order,,g,,,,mm,False,,,"['Edwardian', 'Art Deco']",False,True,False,,True,en-US,False,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
14,265327178,active,40348536,,Egyptian Pyramids at Giza Cufflinks,"A striking pair of cufflinks in a gold-effect appearance, set on gold-plated cufflink backs.

The 1 Qirsh  coin 1984 uncirculated from from Egypt has the illustration of the three pyramids of Giza, including the great pyramid of Cheops. Made of aluminium-bronze, it is18.2 mm in diameter. A colourful depiction of these historic edifices, and a reminder of perhaps a memorable holiday.",1612893370,1623257770,1453633425,1613150353,25.00,GBP,2,[],"['Gold', 'Egypt', 'Pyramids']",['BronzeAluminium'],15019428.0,30.0,1611509414,https://www.etsy.com/listing/265327178/egyptian-pyramids-at-giza-cufflinks?utm_source=bulkupload&utm_medium=api&utm_campaign=api,52,9,62553023492.0,1.0,2.0,i_did,false,2020_2021,,g,,,,mm,False,,,"['Mediterranean', 'Abstract']",False,True,False,,True,en-US,False,52,"['Accessories', 'Suit & Tie Accessories', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
