,listing_id,state,user_id,category_id,title,description,creation_tsz,ending_tsz,original_creation_tsz,last_modified_tsz,price,currency_code,quantity,sku,tags,materials,shop_section_id,featured_rank,state_tsz,url,views,num_favorers,shipping_template_id,processing_min,processing_max,who_made,is_supply,when_made,item_weight,item_weight_unit,item_length,item_width,item_height,item_dimensions_unit,is_private,recipient,occasion,style,non_taxable,is_customizable,is_digital,file_data,should_auto_renew,language,has_variations,taxonomy_id,taxonomy_path,used_manufacturer,is_vintage
0,808527471,active,42379264,,"Irish 40th Gift, 1981 40th Birthday Gift, Anniversary, 40th Keyring, Fifty Pence Coin Keyring, Eire Birthday, Celtic Harp, Daughter Son","Irish 40th Gift, 1981 40th Birthday Gift, Golden Wedding Anniversary, 40th Keyring, Fifty Pence Coin Keyring, Eire Birthday, Celtic Harp
--------------------------------------------------------------------------------------------------------------------------------------

These keyrings have been lovingly handmade from genuine highly polished 1981 Irish Fifty Pence Coins.

The keyrings are made using gold plated backs giving a high quality finish.

These bespoke keyrings would make a unique gift for a birthday, a GOLDEN anniversary or a wedding to capture that remember a special year! 

You will receive your keyring in a luxury presentation box, so your gift is instantly ready to be sent to your loved one!

Diameter: 25mm

6 Month Guarantee:

At J. Fox Cufflinks the satisfaction of our customers is our priority.

Therefore all our items come with a 6 Month Guarantee allowing you to shop with confidence.",1611951619,1622316019,1589367961,1611951619,24.99,GBP,8,[],"['Celtic Harp', 'Irish 50p Birthday', '40th Birthday Man', '40th Anniversary', '40th Birthday Gift', '40th Coin Keyring', '40th 1981 Gift', '1981 Keyring 40th', '1981 50p Coin Gift', 'Irish 40th Gift', 'Eire 40th Birthday', 'Ireland 1981 50p', 'Son']","['50p', 'Keyring']",18011668.0,,1589367961,https://www.etsy.com/listing/808527471/irish-40th-gift-1981-40th-birthday-gift?utm_source=bulkupload&utm_medium=api&utm_campaign=api,35,2,10794146511,1,1,i_did,false,made_to_order,,g,,,,mm,False,men,,,False,False,False,,True,en-US,True,165,"['Accessories', 'Keychains & Lanyards', 'Keychains']",False,False
1,769594098,active,42379264,,"1971, 50th Gift Him, Cufflinks, 5p, Coin Cufflinks, Mens Gift 50th, 50th Birthday Gift, 50th Anniversary Present, 50th Gift Dad 50th Brother","1971, 50th Gift Him, Cufflinks, 5p, Coin Cufflinks, Mens Gift 50th, 50th Birthday Gift, 50th Anniversary Present, 50th Gift Dad 50th Brother
--------------------------------------------------------------------------------------------------------------------------------------

These cufflinks have been lovingly handmade from genuine highly polished 1971 Five Pence Coins.

The cufflinks are made using silver plated backs giving a high quality finish.

These bespoke cufflinks would make a unique gift for a birthday, an anniversary or a wedding to capture that remember a special year or simply be the finishing touch to your best suit! 

You will receive a pair of cufflinks in a luxury presentation box, so your gift is instantly ready to be sent to your loved one!

Diameter: 24mm

6 Month Guarantee:

At J. Fox Cufflinks the satisfaction of our customers is our priority.

Therefore all our items come with a 6 Month Guarantee allowing you to shop with confidence.",1611948747,1622313147,1583166852,1611950282,21.99,GBP,18,[],"['5p Cufflinks', 'Silver Cufflinks', 'Coin Cufflinks', '50th Anniversary', '50th Birthday Gift', '1971', '50th Gift Him', '50th Gift Dad', '50th Gift Son', '50th Gift Brother', '50th Gift Nephew', '50th Gift Husband', '50th Wedding Gift']",['Silver'],16122181.0,,1583166852,https://www.etsy.com/listing/769594098/1971-50th-gift-him-cufflinks-5p-coin?utm_source=bulkupload&utm_medium=api&utm_campaign=api,143,8,10794146511,1,1,i_did,false,made_to_order,,g,,,,mm,False,men,,,False,False,False,,True,en-US,True,1781,"['Weddings', 'Jewelry', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
2,797865953,active,42379264,,"1991, 30th Birthday Gift, 30th Anniversary, Necklace, Born in 1991, Penny, 1p, Coin Necklace, Mum, Copper, Lucky, Wife, Daughter, Aunt","1991, 30th Birthday Gift, 30th Anniversary, necklaces, Born in 1991, Penny, 1p, Coin necklaces, Dad, Brother, Husband, Son, Copper, Lucky
--------------------------------------------------------------------------------------------------------------------------------------

These necklaces have been lovingly handmade from highly polished 1991 1p Copper Penny coins perfect for a 30th birthday gift.

The necklaces are made using rose gold plated bezels and penny coins giving a high quality finish.

You will receive your necklaces in a luxury presentation box or luxury gift bag, so your gift is instantly ready to be sent to your loved one!


6 Month Guarantee:

At J Fox Cufflinks the satisfaction of our customers is our priority.

Therefore all our items come with a 6 Month Guarantee allowing you to shop with confidence.",1611947274,1622311674,1587392668,1611947274,24.99,GBP,16,[],"['1991', '30th Birthday Gift', '30th Anniversary', 'Necklace', 'Born in 1991', 'Penny', '1p', 'Coin Necklace', 'Mum Wife Sister', 'Birth Year Gift', 'Daughter Gift', 'Birthday Day Ideas', 'Lucky Necklace']",['Copper Penny'],22703653.0,,1587399746,https://www.etsy.com/listing/797865953/1991-30th-birthday-gift-30th-anniversary?utm_source=bulkupload&utm_medium=api&utm_campaign=api,581,29,10794146511,1,1,i_did,false,made_to_order,,g,,,,mm,False,men,,"['Steampunk', 'Traditional']",False,False,False,,True,en-US,True,1179,['Jewelry'],False,False
3,798278762,active,42379264,,"1961 60th Birthday Keyring-Sixpence Keyring- Mum, Dad, Brother, Sister- 60th Birthday-Coin Keyring, Sixpence Coin, 60th Anniversary, 6d","1961 60th Birthday keyrings -Sixpence keyrings- Mum, Dad, Sister, Brother- 60th Birthday - Coin keyrings , Sixpence Coi, 65th Anniversary, 6d
--------------------------------------------------------------------------------------------------------------------------------------

These keyrings have been lovingly handmade from vintage 1961 Sixpence Coins perfect for a birthday or Anniversary gift.

The keyrings are made using silver plated backs and Sixpence coins giving a high quality finish.

You will receive your keyrings in a luxury presentation box, so your gift is instantly ready to be sent to your loved one!


6 Month Guarantee:

At J. Fox Cufflinks the satisfaction of our customers is our priority.

Therefore all our items come with a 6 Month Guarantee allowing you to shop with confidence.",1611944077,1622308477,1589982103,1611944077,18.99,GBP,7,[],"['1961', '1961 Gift', '1961 Dad Gift', '1961 Birthday Gift', '60th Gift', '60th Birthday Gift', '60th Birthday Dad', '60th Birthday Him', 'Grandad Gift 1961', 'Sixpence', 'Sixpence Coin', 'Keyring', '6d']","['Sixpence', 'Keyrings']",18011668.0,,1609769822,https://www.etsy.com/listing/798278762/1961-60th-birthday-keyring-sixpence?utm_source=bulkupload&utm_medium=api&utm_campaign=api,432,16,10794146511,1,1,i_did,false,made_to_order,,g,,,,mm,False,men,,"['Steampunk', 'Traditional']",False,False,False,,True,en-US,True,165,"['Accessories', 'Keychains & Lanyards', 'Keychains']",False,False
4,798372086,active,42379264,,"1948, 73rd Birthday Gift, Sixpence Necklace -73rd Birthday-Coin Necklace  , Sixpence Coin, 73rd Anniversary Present Gift thistle, 6d","1948, 73rd Birthday Gift, Sixpence Necklaces - 73rd Birthday - Coin Necklaces Mens Birthday 73rd Anniversary Present Gift Wren
--------------------------------------------------------------------------------------------------------------------------------------

These Necklaces have been lovingly handmade from vintage 1948 Sixpence Coins perfect for a birthday or Anniversary gift.

The Necklaces are made using silver plated backs and Sixpence coins giving a high quality finish.

You will receive your Necklaces in a luxury presentation box or luxury gift bag, so your gift is instantly ready to be sent to your loved one!


6 Month Guarantee:

At J. Fox Cufflinks the satisfaction of our customers is our priority.

Therefore all our items come with a 6 Month Guarantee allowing you to shop with confidence.",1611940469,1622304869,1589993463,1611940469,24.99,GBP,17,[],"['1948', '1948 Gift', '1948 mum Gift', '1948 Birthday Gift', '73rd Gift', '73rd Birthday Gift', '73rd Birthday mum', '73rd Birthday her', 'Grandma Gift 1948', 'Sixpence', 'Sixpence Coin', '6d', 'Necklace']","['Sixpence', 'Necklace']",22692198.0,,1589994498,https://www.etsy.com/listing/798372086/1948-73rd-birthday-gift-sixpence?utm_source=bulkupload&utm_medium=api&utm_campaign=api,15,1,10794146511,1,1,i_did,false,made_to_order,,g,,,,mm,False,men,,"['Steampunk', 'Traditional']",False,False,False,,True,en-US,True,1229,"['Jewelry', 'Necklaces', 'Pendants']",False,False
5,782908864,active,42379264,,"1971, 50th Birthday Gift, 50th Anniversary Present, Keyring, Born in 1971, Penny, 1p, Coin Keyring, Dad, Mum, Husband, Wife, Son, Daughter","1971, 50th Birthday Gift, 50th Anniversary Present, Keyring, Born in 1971, Penny, 1p, Coin Keyring, Dad, Mum, Husband, Wife, Son, Daughter
-----------------------------------------------------------------------------------------------------------------------------------

These keyrings have been lovingly handmade from highly polished 1971 1p Copper Penny coins perfect for a 50th birthday gift in 2021.

The keyrings are made using rose gold plated bezels and penny coins giving a high quality finish.

You will receive your keyring in a luxury presentation box, so your gift is instantly ready to be sent to your loved one!


6 Month Guarantee:

At J. Fox Cufflinks the satisfaction of our customers is our priority.

Therefore all our items come with a 6 Month Guarantee allowing you to shop with confidence.",1611935937,1622300337,1587143231,1611935937,21.99,GBP,6,[],"['50th Birthday Gift', '50th Anniversary', 'Born in 1971', 'Coin Keyring', '1971 1p', '50th Gift Mum', '50th Gift Dad', '50th Gift Daughter', '50th Gift Son', '50th Gift Wife', '50th Gift Husband', '1p 1971 Keychain']","['Copper Penny', 'Keyring']",22703653.0,,1587207652,https://www.etsy.com/listing/782908864/1971-50th-birthday-gift-50th-anniversary?utm_source=bulkupload&utm_medium=api&utm_campaign=api,453,14,10794146511,1,1,i_did,false,made_to_order,,g,,,,mm,False,men,,"['Steampunk', 'Traditional']",False,False,False,,True,en-US,True,165,"['Accessories', 'Keychains & Lanyards', 'Keychains']",False,False
6,812949077,active,42379264,,Next day SERVICE,Next day,1611934288,1622298688,1590099343,1611937573,5.50,GBP,7,[],[],[],,,1590099343,https://www.etsy.com/listing/812949077/next-day-service?utm_source=bulkupload&utm_medium=api&utm_campaign=api,45,0,101839837081,1,1,i_did,false,made_to_order,,g,,,,mm,False,,,,False,False,False,,True,en-US,False,1781,"['Weddings', 'Jewelry', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
7,597823421,active,42379264,,"1960 Tie Clip, Sixpence Coin, 61st Birthday Dad, Man, Mens, Father, Brother, Son, Gold Tie Bar, Tie Pin, Tie Slide","1960 Tie Clip, Sixpence Coin, 61st Birthday Dad, Man, Mens, Father, Brother, Son, Gold. Tie Bar, Tie Pin, Tie Slide
-----------------------------------------------------------------------------------------------------------------------------------

These tie clips have been lovingly handmade from vintage 1960 Sixpence Coins.

The tie clips are made using gold plated backs giving a high quality finish.

These bespoke tie clips would make a unique gift for a 61st birthday, an anniversary or a wedding to capture that remember a special year or simply be the finishing touch to your best suit! 

You will receive your tie clip in a luxury gift bag, so your gift is instantly ready to be sent to your loved one!


6 Month Guarantee:

At J. Fox Cufflinks the satisfaction of our customers is our priority.

Therefore all our items come with a 6 Month Guarantee allowing you to shop with confidence.",1611933051,1622297451,1520096188,1611933051,12.99,GBP,12,[],"['61st Birthday Man', '61st Anniversary', '61st Birthday Dad', '61st Birthday Gift', 'Diamond Wedding Gift', '61st Gift for Him', 'Tie Bar', '1960 Gift for Him', 'Born in 1960', 'Tie Clip 1960', 'Tie Clip', 'Sixpence Tie Clip', '1960 Tie Set']",['Gold'],16122181.0,,1520096188,https://www.etsy.com/listing/597823421/1960-tie-clip-sixpence-coin-61st?utm_source=bulkupload&utm_medium=api&utm_campaign=api,246,7,10794146511,1,1,i_did,false,made_to_order,,g,,,,mm,False,men,,"['Steampunk', 'Traditional']",False,False,False,,True,en-US,True,1782,"['Weddings', 'Jewelry', 'Cuff Links & Tie Clips', 'Tie Clips & Tacks']",False,False
8,785367450,active,42379264,,"1983, 38th Birthday Gift, 38th Anniversary, Keyring, Born in 1983, 20p, Coin Keyring, Dad, Brother, Husband, Son, Wife, British Coin","1983, 38th Birthday Gift, 38th Anniversary, Keyrings, Born in 1983, 20p, Coin Keyrings,Dad, Brother, Husband, Son, Wife, British Coin
--------------------------------------------------------------------------------------------------------------------------------------

These Keyrings have been lovingly handmade from highly polished 1983 Twenty Pence Coins making a quirky birthday/anniversary gift.

The Keyrings are made using silver plated backs giving a high quality finish.

You will receive your Keyrings in a luxury presentation box, so your gift is instantly ready to be sent to your loved one!


6 Month Guarantee:

At J. Fox Cufflinks the satisfaction of our customers is our priority.

Therefore all our items come with a 6 Month Guarantee allowing you to shop with confidence.",1611932440,1622296840,1587658874,1611932440,18.99,GBP,7,[],"['20p Twenty Pence', '1983 Coin Keyring', '1983', '38th Birthday Man', '1983 Keyring 38th', '38th Anniversary', '38th Birthday Ideas', '38th Birthday Gift', '38th Birthday Him', 'Born in 1983', 'Happy 38th Birthday', 'Keyring', 'Wife Her Brother']",['silver plated bezel'],18011668.0,,1587833835,https://www.etsy.com/listing/785367450/1983-38th-birthday-gift-38th-anniversary?utm_source=bulkupload&utm_medium=api&utm_campaign=api,70,2,10794146511,1,1,i_did,false,made_to_order,,g,,,,mm,False,men,,"['Steampunk', 'Traditional']",False,True,False,,True,en-US,True,165,"['Accessories', 'Keychains & Lanyards', 'Keychains']",False,False
9,812142459,active,42379264,,"1961 60th Birthday Cufflinks-Sixpence Cufflinks- Mum, Dad Gift Man- 60th Birthday-Coin Cufflinks, Sixpence Coin, 60th Anniversary, 6d","1961 60th Birthday Cufflinks -Sixpence Cufflinks- Mum, Dad, Sister, Brother- 60th Birthday - Coin Cufflinks , Sixpence Coi, 65th Anniversary, 6d
--------------------------------------------------------------------------------------------------------------------------------------

These Cufflinks have been lovingly handmade from vintage 1961 Sixpence Coins perfect for a birthday or Anniversary gift.

The Cufflinks are made using silver plated backs and Sixpence coins giving a high quality finish.

You will receive your Cufflinks in a luxury presentation box or luxury gift bag, so your gift is instantly ready to be sent to your loved one!


6 Month Guarantee:

At J. Fox Cufflinks the satisfaction of our customers is our priority.

Therefore all our items come with a 6 Month Guarantee allowing you to shop with confidence.",1611931953,1622296353,1589980193,1611931953,24.99,GBP,14,[],"['Cufflinks', '1961', '1961 Gift', '1961 Dad Gift', '1961 Birthday Gift', '60th Gift', '60th Birthday Gift', '60th Birthday Dad', '60th Birthday Him', 'Grandad Gift 1961', 'Sixpence', 'Sixpence Coin', '6d']",['Silver'],22703253.0,,1589981865,https://www.etsy.com/listing/812142459/1961-60th-birthday-cufflinks-sixpence?utm_source=bulkupload&utm_medium=api&utm_campaign=api,56,3,10794146511,1,1,i_did,false,made_to_order,,g,,,,mm,False,men,,"['Steampunk', 'Traditional']",False,False,False,,True,en-US,True,1781,"['Weddings', 'Jewelry', 'Cuff Links & Tie Clips', 'Cuff Links']",False,False
